Country,Culture,Language,Genre_Album,Year,SampleAudio,CatalogNumber,songurls_Album,Instrument,Distance,Outlier
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71446/MON71446_04.mp3,MON71446_104,http://www.folkways.si.edu/michael-skorr-and-his-ukrainian-ensemble/siyanka/world/music/track/smithsonian,Accordion,44.6116737136,1
Hungary,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00700/MON00700_03.mp3,MON00700_103,http://www.folkways.si.edu/bela-babai-and-his-fiery-gypsies/slovak-medley-nic-to-nic-i-have-nothing/japa-robok-zkapusian-i-am-a-village-bachelor/tancuy-tancuy-dance-dance/world/music/track/smithsonian,Accordion,22.5426098908,0
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_06.mp3,FW04000_106,http://www.folkways.si.edu/female-hungarian-singer/clouds-are-gathering/world/music/track/smithsonian,nan,22.8870593009,0
Hungary,Romani|Hungarian,,World,1985.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04035/FW04035_08.mp3,FW04035_205,http://www.folkways.si.edu/ern-ferencz-and-lajos-lukcs/felolhos-song-and-zsiros-with-orchestra/world/music/track/smithsonian,Accordion,41.3133952653,0
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_19.mp3,FW04000_119,http://www.folkways.si.edu/male-hungarian-singer/on-the-hoof-of-the-horse-of-joe-francis/world/music/track/smithsonian,nan,22.5362119359,0
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_05.mp3,FW04000_105,http://www.folkways.si.edu/female-hungarian-singer/the-cemeterys-gate/world/music/track/smithsonian,nan,31.3982181404,0
Australia,Australian Aborigine,,World,1949.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04439/FW04439_12.mp3,FW04439_112,http://www.folkways.si.edu/young-boys-with-songman/djarada/world/music/track/smithsonian,Vocals,46.6106907027,1
Hungary,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06803/FW06803_09.mp3,FW06803_205,http://www.folkways.si.edu/suzy-sann/ballad-of-anna-molnar/world/music/track/smithsonian,Vocals,27.1306166903,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_48.mp3,FW04007_216,http://www.folkways.si.edu/ellen-marja-mathis-eira/marit-johan-kemi/world/music/track/smithsonian,nan,62.3064261619,0
Australia,Australian Aborigine,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04211/FW04211_16.mp3,FW04211_116,http://www.folkways.si.edu/billy-daniels/the-saga-of-the-crocodile-hero-8/world/music/track/smithsonian,nan,26.0761538248,0
Hungary,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00418/MON00418_05.mp3,MON00418_105,http://www.folkways.si.edu/rajko/notacsokor-medley-2/world/music/track/smithsonian,nan,34.5907262453,1
United Kingdom,Scottish,English,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06927/FW06927_02.mp3,FW06927_102,http://www.folkways.si.edu/rory-and-alex-mcewen/marie-hamilton-child-no-173/world/music/track/smithsonian,Vocals,21.8234435949,0
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_11.mp3,FW04000_111,http://www.folkways.si.edu/hungarian-bagpipers/they-are-playing-the-bagpipe/world/music/track/smithsonian,nan,180.616091255,1
Australia,Australian Aborigine|Kokopera,Kokopera,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_35.mp3,FW04102_135,http://www.folkways.si.edu/christopher-jeffrey/song-by-christopher-jeffrey-2/world/music/track/smithsonian,Vocals,16.9213996202,0
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_08.mp3,FW04000_108,http://www.folkways.si.edu/female-hungarian-singer/everlasting-love/world/music/track/smithsonian,nan,33.1142105683,0
Australia,Bunno|Australian Aborigine,Kriol,World,1993.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40430/SFW40430_06.mp3,SFW40430_106,http://www.folkways.si.edu/alan-maralung-with-peter-manaberu/brolga/world/music/track/smithsonian,Vocals,19.5064448541,0
Hungary,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00418/MON00418_12.mp3,MON00418_207,http://www.folkways.si.edu/rajko/palotas-es-friss-two-dances/world/music/track/smithsonian,nan,41.857936254,0
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_26.mp3,FW04025_126,http://www.folkways.si.edu/kelam-wop-jimmie-luffman-and-manesse-bani/dance-song-from-the-south-pacific-dance-song-from-rotuma/world/music/track/smithsonian,nan,95.2522184394,1
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_17.mp3,FW04000_117,http://www.folkways.si.edu/male-hungarian-singer/my-dog-rajna/world/music/track/smithsonian,nan,14.1514213081,0
Hungary,Romani,,World,1985.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04035/FW04035_06.mp3,FW04035_203,http://www.folkways.si.edu/pista-didi-jozsef-kozak-and-salamon-domotor/felolhos-dance-tune/world/music/track/smithsonian,Violin,94.8542118481,1
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_27.mp3,FW04025_127,http://www.folkways.si.edu/kelam-wop-jimmie-luffman-and-manesse-bani/dance-song-from-the-south-pacific-dance-song-from-rotuma-2/world/music/track/smithsonian,nan,76.2867057745,1
Australia,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08718/FW08718_02.mp3,FW08718_102,http://www.folkways.si.edu/john-greenway/old-bullock-dray/world/music/track/smithsonian,Vocals,19.9566719665,0
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_16.mp3,FW04000_116,http://www.folkways.si.edu/female-hungarian-singer/where-have-you-been-siskin-this-night/world/music/track/smithsonian,nan,27.7897876991,0
Philippines,Magindanao,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_1_04.mp3,FW04536_104,http://www.folkways.si.edu/gandingan-player-of-the-basalan-gong-ensemble/duyug-mode-on-the-gandingan/world/music/track/smithsonian,Gandingan (Gong),25.0623471547,0
Australia,Australian Aborigine|Umpila,Umpila,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_36.mp3,FW04102_136,http://www.folkways.si.edu/peter-creek-and-furry-short/ti-ti/world/music/track/smithsonian,Vocals,23.5577964199,0
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_02.mp3,FW04025_102,http://www.folkways.si.edu/madu-paul/pipi-or-war-dance-song/world/music/track/smithsonian,Kerosine drum,86.5489725599,1
Australia,Australian Aborigine,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04211/FW04211_13.mp3,FW04211_113,http://www.folkways.si.edu/billy-daniels-edward-kanora-and-hughie-temple/song/world/music/track/smithsonian,Drum,45.2439975833,1
India,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04365/FW04365_05.mp3,FW04365_105,http://www.folkways.si.edu/parur-pv-ponnamma/kirtanam/world/music/track/smithsonian,nan,36.5932971228,0
Australia,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08718/FW08718_03.mp3,FW08718_103,http://www.folkways.si.edu/john-greenway/the-dying-stockman/world/music/track/smithsonian,Vocals,26.187387737,0
Australia,Australian Aborigine,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04211/FW04211_10.mp3,FW04211_110,http://www.folkways.si.edu/billy-daniels/the-saga-of-the-crocodile-hero-5/world/music/track/smithsonian,nan,28.6740979177,0
Australia,Australian Aborigine,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04211/FW04211_27.mp3,FW04211_210,http://www.folkways.si.edu/edward-kanora-and-male-singers/narration-and-song/world/music/track/smithsonian,Drum,29.3701135852,0
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_08.mp3,FW04025_108,http://www.folkways.si.edu/jimmie-luffman-and-manesse-bani/song-from-the-folk-tale-of-dogai-saurkeke/world/music/track/smithsonian,Drum,73.7838692644,1
Australia,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08718/FW08718_04.mp3,FW08718_104,http://www.folkways.si.edu/john-greenway/bluey-brink/world/music/track/smithsonian,Vocals,18.0613711414,0
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_17.mp3,FW04025_117,http://www.folkways.si.edu/bob-lee-kame-paipai-and-refu-dugui/kulai-kuiku-kab-fourth-final-dance-song/world/music/track/smithsonian,nan,136.038398326,1
Vietnam,Hue,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_11.mp3,FW04352_111,http://www.folkways.si.edu/ballet-music-of-central-vietnam/music-ballet-ma-vu/world/music/track/smithsonian,nan,36.2241957919,0
Australia,Bunno|Australian Aborigine,Kriol,World,1993.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40430/SFW40430_05.mp3,SFW40430_105,http://www.folkways.si.edu/alan-maralung-with-peter-manaberu/jabiru/world/music/track/smithsonian,Vocals,33.614340954,0
Australia,Rirratjingu|Australian Aborigine,Dhangu,World,1949.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04439/FW04439_02.mp3,FW04439_102,http://www.folkways.si.edu/group-of-rirratjingu/djedbang-ari/world/music/track/smithsonian,Vocals,77.2928831693,1
Australia,Australian Aborigine|Kokopera,Kokopera,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_34.mp3,FW04102_134,http://www.folkways.si.edu/christopher-jeffrey/song-by-christopher-jeffrey/world/music/track/smithsonian,Vocals,48.2247099819,1
Australia,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08718/FW08718_12.mp3,FW08718_202,http://www.folkways.si.edu/john-greenway/the-dog-sat-on-the-tucker-box/world/music/track/smithsonian,Vocals,15.0965599667,0
Greece,,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04454/FW04454_06.mp3,FW04454_106,http://www.folkways.si.edu/musicians-from-epirus/marko-botzaris-klephtic-song/world/music/track/smithsonian,nan,22.7775672526,0
India,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08903/FW08903_06.mp3,FW08903_202,http://www.folkways.si.edu/swami-vidyananda/mangalam-ramachandraya-sri-nama-ramayanam/world/music/track/smithsonian,Vina,36.4979225564,0
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_11.mp3,FW04025_111,http://www.folkways.si.edu/wiz-nawia/krarau-sagul-mask-dance-song/world/music/track/smithsonian,Bucket,106.371750176,1
India,Hindu,,World,1981.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04131/FW04131_1_01.mp3,FW04131_101,http://www.folkways.si.edu/s-ramanathan/navagraha-krtis-surya/world/music/track/smithsonian,Violin,32.1337454188,0
Norway,Sami,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04007/FW04007_35.mp3,FW04007_203,http://www.folkways.si.edu/inga-susanne-haetta/malen-inga-benna/world/music/track/smithsonian,nan,31.7562385659,0
India,Maria,Hindi,World,1983.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04028/FW04028_14.mp3,FW04028_208,http://www.folkways.si.edu/female-singers/hill-maria-song/world/music/track/smithsonian,nan,37.7270183844,0
India,Muria,Hindi,World,1983.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04028/FW04028_09.mp3,FW04028_203,http://www.folkways.si.edu/female-and-male-singers/hulki-song-for-lingo-pen-founder-of-the-ghotul/world/music/track/smithsonian,Rattle (Musical instrument),29.1652434197,0
India,,,World,1951.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04422/FW04422_04.mp3,FW04422_104,http://www.folkways.si.edu/dk-pattamal/theruva-theppo/world/music/track/smithsonian,Violin,26.324710337,0
Ukraine,Ukrainian|European American,Ukrainian,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00779/MON00779_06.mp3,MON00779_106,http://www.folkways.si.edu/kobzari/oy-shcho-zh-to-za-shum-oh-whats-the-buzz/world/music/track/smithsonian,Vocals,93.3275753653,1
Ukraine,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00301/MON00301_13.mp3,MON00301_205,http://www.folkways.si.edu/the-ukrainian-state-radio-orchestra-of-folk-instruments-with-elizaveta-chavdar/handzia/world/music/track/smithsonian,Bandura,57.4816641414,1
Australia,Australian Aborigine,,World,1977.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04025/FW04025_18.mp3,FW04025_118,http://www.folkways.si.edu/madu-paul/umana-prelude-to-a-dance/world/music/track/smithsonian,Drum,183.262585755,1
Australia,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08718/FW08718_06.mp3,FW08718_106,http://www.folkways.si.edu/john-greenway/brisbane-ladies/world/music/track/smithsonian,Vocals,20.1801467658,0
Australia,Australian Aborigine|Yindjibarndi,Yindjibarndi,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_31.mp3,FW04102_131,http://www.folkways.si.edu/group-of-yindjibarndi-women/female-group-2/world/music/track/smithsonian,"Vocals, group",18.4284615938,0
Australia,Waramiri|Australian Aborigine,Djangu,World,1949.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04439/FW04439_05.mp3,FW04439_105,http://www.folkways.si.edu/group-of-wadamiri/wadamiri-2/world/music/track/smithsonian,Vocals,81.5966779855,1
India,Muria,Hindi,World,1983.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04028/FW04028_02.mp3,FW04028_102,http://www.folkways.si.edu/female-singers/marmi-pata-wedding-song/world/music/track/smithsonian,nan,30.5369825435,0
India,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08935/FW08935_07.mp3,FW08935_202,http://www.folkways.si.edu/sri-chinmoy/ke-oi-dake/world/music/track/smithsonian,Israj,34.2583472187,0
Australia,Australian Aborigine,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04211/FW04211_28.mp3,FW04211_211,http://www.folkways.si.edu/billy-daniels-edward-kanora-and-hughie-temple/narration-and-song/world/music/track/smithsonian,Drum,29.0362349126,0
Australia,Bunno|Australian Aborigine,Kriol,World,1993.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40430/SFW40430_04.mp3,SFW40430_104,http://www.folkways.si.edu/alan-maralung-with-peter-manaberu/green-frog/world/music/track/smithsonian,Vocals,30.0576753036,0
United States of America,Anglo-American,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08847/FW08847_08.mp3,FW08847_201,http://www.folkways.si.edu/richard-carlin/the-golden-keyboard/world/music/track/smithsonian,Piano,57.7274732838,1
Portugal,Portuguese,Portuguese,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40435/SFW40435_17.mp3,SFW40435_117,http://www.folkways.si.edu/grupo-coral-os-ceifeiros-de-cuba-the-harvesters-of-cuba/quais-quais-oliveiras-olivais/world/music/track/smithsonian,Ponto,12.0147836853,0
Australia,Australian Aborigine|Nyangumarda,Nyangumarda,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_24.mp3,FW04102_124,http://www.folkways.si.edu/group-of-male-singers-nyangumarda/song-by-male-group-4/world/music/track/smithsonian,Boomerangs,32.5775567799,0
India,Muria,Hindi,World,1983.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04028/FW04028_04.mp3,FW04028_104,http://www.folkways.si.edu/female-and-male-singers/karsana-pata-dippara-loporo-recreational-song-in-the-small-forest/world/music/track/smithsonian,nan,42.8757771608,1
Australia,Australian Aborigine|Nyangumarda,Nyangumarda,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_22.mp3,FW04102_122,http://www.folkways.si.edu/group-of-male-singers-nyangumarda/song-by-male-group-2/world/music/track/smithsonian,Boomerangs,50.700037566,0
Philippines,,,World,1997.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15017/HRT15017_17.mp3,HRT15017_117,http://www.folkways.si.edu/arturo-bulang/lute/child-yearns-for-its-dead-mother-utom-hegelung/la-titilem-la-tundan/world/music/track/smithsonian,nan,235.304960057,1
Nigeria,Yoruba,,World,1953.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04441/FW04441_05.mp3,FW04441_105,http://www.folkways.si.edu/dundun-drums-2/world/music/track/smithsonian,Dundun (Drum),37.3539784155,1
India,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08903/FW08903_02.mp3,FW08903_102,http://www.folkways.si.edu/swami-vidyananda/ya-kundendu-shlokam-and-namavali-saraswathi-sthothram/world/music/track/smithsonian,Vina,34.5133141192,0
India,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04365/FW04365_21.mp3,FW04365_213,http://www.folkways.si.edu/cm-niilakantha-nambudiri-cm-purushottama-nambudiri-kp-kisha-poduwal-and-p-keava-poduwai/villinmel-teyyampaka/world/music/track/smithsonian,Tal,77.0081508871,1
Sweden,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08471/FW08471_08.mp3,FW08471_108,http://www.folkways.si.edu/fridolf-jansson-and-erling-holstrom/the-mats-gard-waltz-matsgards-valsen/world/music/track/smithsonian,nan,54.2573386256,1
Australia,Australian Aborigine,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04211/FW04211_02.mp3,FW04211_102,http://www.folkways.si.edu/johnny-short/song-pascoe-bora/world/music/track/smithsonian,Drum,35.6853350502,0
Australia,Australian Aborigine|Nyangumarda,Nyangumarda,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04102/FW04102_26.mp3,FW04102_126,http://www.folkways.si.edu/group-of-male-singers-nyangumarda/song-by-male-group-6/world/music/track/smithsonian,Boomerangs,27.2807006515,0
Sweden,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06844/FW06844_02.mp3,FW06844_102,http://www.folkways.si.edu/sven-bertil-taube/och-flickan-hon-gar-i-dansen-the-maiden-went-out-dancing/world/music/track/smithsonian,nan,25.7654097416,0
Australia,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08718/FW08718_07.mp3,FW08718_107,http://www.folkways.si.edu/john-greenway/castlereagh-river/world/music/track/smithsonian,Vocals,19.9896012814,0
Australia,,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04216/FW04216_23.mp3,FW04216_123,http://www.folkways.si.edu/enossa-waiganna/old-song-from-the-oriama-river/world/music/track/smithsonian,nan,51.5492736596,1
